"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
24452,External-Active-Directory,Machine primary group retrieval from Active Directory failed because of a timeout Error,Machine primary group retrieval from Active Directory failed because of a timeout Error.,Error
24453,External-Active-Directory,Machine Attributes retrieval from Active Directory failed because of a timeout Error,Machine Attributes retrieval from Active Directory failed because of a timeout Error.,Error
24454,External-Active-Directory,User authentication against Active Directory failed because of a timeout Error,User authentication against Active Directory failed because of a timeout Error.,Error
24455,External-Active-Directory,Change password against Active Directory failed because of a timeout Error,Change password against Active Directory failed because of a timeout Error.,Error
24456,External-Active-Directory,Not all user Active Directory groups are retrieved successfully. One of the groups was not retrieved by its SID,Not all user Active Directory groups are retrieved successfully. One of the groups was not retrieved by its SID.,Warning
24457,External-Active-Directory,Not all user Active Directory groups are retrieved successfully. One or more of the group's canonical name was not retrieved,Not all user Active Directory groups are retrieved successfully. One or more of the group's canonical name was not retrieved.,Warning
24458,External-Active-Directory,Not all Active Directory attributes are retrieved successfully,Not all Active Directory attributes are retrieved successfully.,Warning
24459,External-Active-Directory,Host memberOf groups do not exist or cannot be retrieved,Host memberOf groups do not exist or cannot be retrieved.,Warning
24460,External-Active-Directory,There are multiple occurrences of the user name in the Active directory,There are multiple occurrences of the user name in the Active directory.,Error
24461,External-Active-Directory,Could not locate the user in the Active directory using User Lookup,Could not locate the user in the Active directory using User Lookup.,Error
24462,External-Active-Directory,The ISE Active Directory module does not have sufficient memory,The ISE Active Directory module does not have sufficient memory.,Error
24463,External-Active-Directory,Internal Error in the ISE Active Directory,"A function related to the Active Directory may have received an illegal parameter, option, or session handler. Alternatively, this directory may be missing a parameter, option, or session handler.",Error
24464,External-Active-Directory,The Active Directory does not have the required privileges,The Active Directory does not have the required privileges to perform the specified task.,Error
24465,External-Active-Directory,ISE is not joined to an Active Directory Domain Controller,ISE is not joined to an Active Directory Domain Controller.,Error
24466,External-Active-Directory,ISE Active Directory agent is down,SE Active Directory agent is down.,Error
24467,External-Active-Directory,Could not retrieve the specified object,Could not retrieve the specified object because it belongs to an inaccessible domain.,Error
24468,External-Active-Directory,Failed to retrieve the user certificate from Active Directory,Failed to retrieve the user certificate from Active Directory.,Error
24469,External-Active-Directory,The user certificate was retrieved from Active Directory successfully,The user certificate was retrieved from Active Directory successfully.,Info
24470,External-Active-Directory,Machine authentication against Active Directory is successful,Machine authentication against Active Directory is successful.,Info
24471,External-Active-Directory,Active Directory does not support the change EnablePassword option,Active Directory does not support the change EnablePassword option.,Info
24472,External-Active-Directory,The user or host account is locked out; setting the IdentityAccessRestricted flag to true,The user or host account is locked out; setting the IdentityAccessRestricted flag to true.,Debug
24473,External-Active-Directory,The user's password has expired; setting the IdentityAccessRestricted flag to true,The user's password has expired; setting the IdentityAccessRestricted flag to true.,Debug
24474,External-Active-Directory,The user's or host's account has expired; setting the IdentityAccessRestricted flag to true,The user's or host's account has expired; setting the IdentityAccessRestricted flag to true.,Debug
24475,External-Active-Directory,The user's or host's account is disabled; setting the IdentityAccessRestricted flag to true,The user's or host's account is disabled; setting the IdentityAccessRestricted flag to true.,Debug
24476,External-Active-Directory,The user's or host's account is in restricted logon hours; setting the IdentityAccessRestricted flag to true,The user's or host's account is in restricted logon hours; setting the IdentityAccessRestricted flag to true.,Debug
24477,External-Active-Directory,The user is not permitted to log in to Active Directory using the current workstation; setting the IdentityAccessRestricted flag to true,The user is not permitted to log in to Active Directory using the current workstation; setting the IdentityAccessRestricted flag to true.,Debug
24478,External-Active-Directory,Error while validating the user or host in Active Directory; the IdentityAccessRestricted flag is not altered,"If there is an Error while validating the user or host in Active Directory, ISE does not alter the IdentityAccessRestricted flag.",Warning
24479,External-Active-Directory,Not all machines in the Active Directory groups are retrieved; one or more of the group's canonical name is not retrieved,Not all machines in the Active Directory groups are retrieved; one or more of the group's canonical name is not retrieved.,Warning
24480,External-Active-Directory,The machine-related object retrieval operation from Active Directory has failed,The machine-related object retrieval operation from Active Directory has failed.,Error
24481,External-Active-Directory,The machine's attribute retrieval from Active Directory has failed,The machine's attribute retrieval from Active Directory has failed.,Error
24482,External-Active-Directory,Successfully retrieved the machine certificate from Active Directory,Successfully retrieved the machine certificate from Active Directory.,Info
24483,External-Active-Directory,Failed to retrieve the machine certificate from Active Directory,Failed to retrieve the machine certificate from Active Directory.,Error
24484,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's password has expired,Machine authentication against Active Directory has failed because the machine's password has expired.,Debug
24485,External-Active-Directory,Machine authentication against Active Directory has failed because of wrong password,Machine authentication against Active Directory has failed because of wrong password.,Debug
24486,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account is disabled,Machine authentication against Active Directory has failed because the machine's account is disabled.,Debug
24487,External-Active-Directory,Machine authentication against Active Directory failed since machine is considered to be in restricted logon hours,Machine authentication against Active Directory failed since machine is considered to be in restricted logon hours.,Debug
24488,External-Active-Directory,The machine's domain is not recognized by Active Directory,The machine's domain is not recognized by Active Directory.,Debug
24489,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account has expired,Machine authentication against Active Directory has failed because the machine's account has expired.,Debug
24490,External-Active-Directory,Machine authentication against Active Directory has failed because the machine's account is locked out,Machine authentication against Active Directory has failed because the machine's account is locked out.,Debug
24491,External-Active-Directory,Machine authentication against Active Directory has failed because the machine has invalid credentials,Machine authentication against Active Directory has failed because the machine has invalid credentials.,Debug
24492,External-Active-Directory,Machine authentication against Active Directory has failed,Machine authentication against Active Directory has failed.,Error
24493,External-Active-Directory,ISE has problems communicating with Active Directory using its machine credentials,ISE has problems communicating with Active Directory using its machine credentials.,Error
24494,External-Active-Directory,Active Directory DNS servers are not available,Active Directory DNS servers are not available.,Error
24495,External-Active-Directory,Active Directory servers are not available,Active Directory servers are not available.,Error
24496,External-Active-Directory,Authentication rejected due to a white or black list restriction,Authentication rejected due to a white or black list restriction.,Warning
24497,External-Active-Directory,Selected Active Directory Scope is empty,Selected Active Directory Scope is empty,Error
24498,External-Active-Directory,Resolve identity exceeded time limit,User's Attributes retrieval from Active Directory failed because of a timeout Error,Error
24500,External-RSA-SecurID-Server,Authenticating user against the RSA SecurID Server,Authenticating user against the RSA SecurID Server.,Debug
24501,External-RSA-SecurID-Server,A session is established with the RSA SecurID Server,A session is established with the RSA SecurID Server.,Debug
24502,External-RSA-SecurID-Server,The session with RSA SecurID Server is closed,The session with RSA SecurID Server is closed.,Debug
24503,External-RSA-SecurID-Server,Cannot establish a session with the RSA SecurID Server,Cannot establish a session with the RSA SecurID Server.,Error
24504,External-RSA-SecurID-Server,The lock user request has failed,The lock user request has failed.,Error
24505,External-RSA-SecurID-Server,User authentication has succeeded,User authentication against the RSA SecurID Server has succeeded.,Debug
24506,External-RSA-SecurID-Server,Check passcode operation succeeded,Check passcode operation against the RSA SecurID Server succeeded.,Debug
24507,External-RSA-SecurID-Server,Next Tokencode operation succeeded,Next Tokencode operation against the RSA SecurID Server succeeded.,Debug
24508,External-RSA-SecurID-Server,User authentication failed,User authentication against the RSA SecurID Server failed.,Debug
24509,External-RSA-SecurID-Server,Check passcode resulted in Next Tokencode required,Check passcode resulted in Next Tokencode required.,Debug
24510,External-RSA-SecurID-Server,Check passcode resulted in setting New PIN required,Check passcode resulted in setting New PIN required.,Debug
24511,External-RSA-SecurID-Server,Check passcode operation against RSA SecurID Server resulted in Error,Check passcode operation against RSA SecurID Server resulted in Error.,Error
24512,External-RSA-SecurID-Server,Next tokencode operation in RSA SecurID Server resulted in Error,Next tokencode operation in RSA SecurID Server resulted in Error.,Error
24513,External-RSA-SecurID-Server,Set New PIN operation in RSA SecurID Server resulted in Error,Set New PIN operation in RSA SecurID Server resulted in Error.,Error
24514,External-RSA-SecurID-Server,Next tokencode operation in RSA SecurID Server failed,Next tokencode operation in RSA SecurID Server failed.,Debug
24515,External-RSA-SecurID-Server,Set New PIN operation in RSA SecurID Server failed,Set New PIN operation in RSA SecurID Server failed.,Debug
24516,External-RSA-SecurID-Server,New PIN was set successfully,New PIN was set successfully.,Debug
24517,External-RSA-SecurID-Server,User accepts system's PIN,User accepts system's PIN.,Debug
24518,External-RSA-SecurID-Server,User canceled New PIN operation; User authentication against RSA SecurIDServer failed,User canceled New PIN operation; User authentication against RSA SecurIDServer failed.,Debug
24519,External-RSA-SecurID-Server,User entered invalid PIN; PIN must only contain alpha-numeric characters,User entered invalid PIN; PIN must only contain alpha-numeric characters.,Debug
24520,External-RSA-SecurID-Server,User entered invalid PIN; PIN must only contain numeric characters,User entered invalid PIN; PIN must only contain numeric characters.,Debug
24521,External-RSA-SecurID-Server,User entered PIN with invalid length,User entered PIN with invalid length,DEBUG
24522,External-RSA-SecurID-Server,"PIN Accepted. Wait for the token code to change, then reauthenticate using the new passcode.","PIN Accepted. Wait for the token code to change, then reauthenticate using the new passcode.",DEBUG
24523,External-RSA-SecurID-Server,Returned challenge asking the user to enter next tokencode,Returned challenge asking the enter next tokencode,DEBUG
24524,External-RSA-SecurID-Server,Received user response for next tokencode challenge,Received user response for next tokencode challenge,DEBUG
24525,External-RSA-SecurID-Server,Returned challenge asking the user to accept system's PIN,Returned challenge asking the user to accept system's PIN,DEBUG
24526,External-RSA-SecurID-Server,Received user response for accept system PIN challenge,Received user response for accept system PIN challenge,DEBUG
24527,External-RSA-SecurID-Server,Returned challenge asking the user to enter new PIN,Returned challenge asking the user to enter new PIN,DEBUG
24528,External-RSA-SecurID-Server,Received user response for enter new PIN challenge,Received user response for enter new PIN challenge,DEBUG
24529,External-RSA-SecurID-Server,Returned challenge displaying the user his new PIN,Returned challenge displaying the user his new PIN,DEBUG
24530,External-RSA-SecurID-Server,Received user response for challenge displaying him his new PIN,Received user response for challenge displaying him his new PIN,DEBUG
24531,External-RSA-SecurID-Server,Returned challenge asking the user to reenter new PIN,Returned challenge asking the user to reenter new PIN,DEBUG
24532,External-RSA-SecurID-Server,Received user response for challenge asking the user to reenter new PIN,Received user response for challenge asking the user to reenter new PIN,DEBUG
24533,External-RSA-SecurID-Server,User reentered a different PIN,User reentered a different PIN,ERROR
24534,External-RSA-SecurID-Server,Returned challenge asking the user whether he is going to accept system's PIN or will enter a new PIN ,Returned challenge asking the user whether he is going to accept system's PIN or will enter a new PIN ,DEBUG
24535,External-RSA-SecurID-Server,Received user response for challenge asking the user to accept system's PIN or enter a new PIN,Received user response for challenge asking the user to accept system's PIN or enter a new PIN,DEBUG
24536,External-RSA-SecurID-Server,User chose to enter a new PIN,User chose to enter a new PIN,DEBUG
24537,External-RSA-SecurID-Server,User chose to accept system's PIN,User chose to accept system's PIN,DEBUG
24538,External-RSA-SecurID-Server,RSA Session was invalidated,RSA Session was invalidated due to agent configuration changes during session,DEBUG
24539,External-RSA-SecurID-Server,"RSA agent configuration loaded, RSA agent started","RSA agent configuration loaded, RSA agent started",INFO
24540,External-RSA-SecurID-Server,"RSA agent configuration initialized, RSA agent started","RSA agent configuration initialized, RSA agent started",INFO
24541,External-RSA-SecurID-Server,"RSA agent configuration updated, RSA agent restarted","RSA agent configuration updated, RSA agent restarted",INFO
24542,External-RSA-SecurID-Server,"RSA agent configuration deleted, RSA agent stopped","RSA agent configuration deleted, RSA agent stopped",INFO
24543,External-RSA-SecurID-Server,"RSA session timeout, session cancelled","RSA session timeout, session cancelled",DEBUG
24544,External-RSA-SecurID-Server,RSA agent initialization failed,RSA agent initialization failed,ERROR
24545,External-RSA-SecurID-Server,The securid file has been removed,The securid file has been removed,INFO
24546,External-RSA-SecurID-Server,The sdstatus.12 file has been removed,The sdstatus.12 file has been removed,INFO
24547,External-RSA-SecurID-Server,RSA request timeout expired. RSA authentication session cancelled,RSA request timeout expired. RSA authentication session cancelled.,WARN
24548,External-RSA-SecurID-Server,RSA agent configuration load failed,RSA agent configuration load failed,ERROR
24549,External-RSA-SecurID-Server,RSA agent configuration initialization failed,RSA agent configuration initialization failed,ERROR
24550,External-RSA-SecurID-Server,RSA agent configuration update failed,RSA agent configuration update failed,ERROR
24551,External-RSA-SecurID-Server,"RSA request is declined, because RSA agent initialization has failed","RSA request is declined, because RSA agent initialization has failed.",WARN
24552,External-RSA-SecurID-Server,Reject response from the RSA server is considered as User not found,"According to the configuration of RSA Identity Store, reject response from the RSA server is considered as User not found.",DEBUG
24553,External-RSA-SecurID-Server,User record was cached,"Following a successful authentication against the RSA SecurID server, user record was cached.",DEBUG
24554,External-RSA-SecurID-Server,User record was not cached,User record was not cached.,DEBUG
24555,External-RSA-SecurID-Server,User record was found in the cache,User record was found and retrieved from the cache,DEBUG
24556,External-RSA-SecurID-Server,User record was not found in the cache,User record was not found in the cache.,DEBUG
24557,External-RSA-SecurID-Server,An error occurred while searching for user records in the cache,An error occurred while searching for user records in the cache.,DEBUG
24558,External-RSA-SecurID-Server,User cache is not enabled in the RSA identity store configuration,User cache is not enabled in the RSA Identity Store configuration.,DEBUG
24559,External-RSA-SecurID-Server,Searching for user in the RSA identity store,Searching for user in the RSA identity store.,DEBUG
24600,Radius-Token,RADIUS token identity store is created,RADIUS token identity store is created.,INFO
24601,Radius-Token,RADIUS token identity store is destroyed,RADIUS token identity store is destroyed.,INFO
24602,Radius-Token,RADIUS token identity store is configured with static prompt,RADIUS token identity store is configured with static prompt.,INFO
24603,Radius-Token,RADIUS token identity store configured to obtain prompt from RADIUS token server,RADIUS token identity store configured to obtain prompt from RADIUS token server,INFO
24604,Radius-Token,RADIUS token primary server was created,RADIUS token primary server was created,INFO
24605,Radius-Token,RADIUS token secondary server was created,RADIUS token secondary server was created,INFO
24606,Radius-Token,RADIUS token identity store configured to fail on authentication reject,RADIUS token identity store configured to fail on authentication reject,INFO
24607,Radius-Token,RADIUS token identity store configured to return unknown user error on authentication reject,RADIUS token identity store configured to return unknown user error on authentication reject,INFO
24608,Radius-Token,RADIUS token identity store failed due to wrong input,RADIUS token identity store has failed due to wrong input.,ERROR
24609,Radius-Token,RADIUS token identity store is authenticating against the primary server,RADIUS token identity store is authenticating against the primary server.,INFO
24610,Radius-Token,RADIUS token identity store is authenticating against the secondary server,RADIUS token identity store is authenticating against the secondary server.,INFO
24611,Radius-Token,RADIUS token server configuration error,RADIUS token server configuration error,ERROR
24613,Radius-Token,Authentication against the RADIUS token server failed,Authentication against the RADIUS token server failed.,Error
24614,Radius-Token,RADIUS token server authentication failure is translated as Unknown user failure,RADIUS token server authentication failure is translated as Unknown user failure.,Info
24615,Radius-Token,RADIUS token identity store received access challenge response,RADIUS token identity store received access challenge response.,Info
24616,Radius-Token,RADIUS token identity store received timeout Error,RADIUS token identity store received timeout Error.,Error
24617,Radius-Token,RADIUS token identity store received external Error,RADIUS token identity store received external Error.,Error
24618,Radius-Token,RADIUS token identity store received unknown Error,RADIUS token identity store received unknown Error.,Error
24619,Radius-Token,Non-compliant attributes detected in the RADIUS token identity store,Non-compliant attributes are detected in the RADIUS token identity store.,Debug
24620,Radius-Token,User name format was changed after authentication with the RADIUS token server,User name format was changed after authentication with the RADIUS token server.,Info
24621,Radius-Token,RADIUS token identity store configured to return defined prompt,RADIUS token identity store has been configured to return defined prompt.,Info
24622,Radius-Token,RADIUS token identity store configured to return prompt from the RADIUS token server,RADIUS token identity store has been configured to return prompt from the RADIUS token server.,Info
24623,Radius-Token,User record was cached,User record was cached after successful authentication against Radius Token Server.,Debug
24624,Radius-Token,User record was not cached,User record was not cached.,Debug
24625,Radius-Token,User record found in the cache,User record was found and retrieved from the cache.,Debug
24626,Radius-Token,User record not found in the cache,User record not found in the cache.,Debug
24627,Radius-Token,An Error occurred while searching for user records in the cache,An Error occurred while searching for user records in the cache.,Debug
24628,Radius-Token,User cache not enabled in the RADIUS token identity store configuration,User cache not enabled in the RADIUS token identity store configuration.,Debug
24629,Radius-Token,Searching for user in the RADIUS token identity store,Searching for user in the RADIUS token identity store.,Debug
24630,Radius-Token,Failed to get Server IP by name,Failed to get Server IP by name.,Error
24631,Local-user-DB,Looking up User in Internal Guests IDStore,Looking up User in Internal Guests IDStore.,Debug
24632,Local-user-DB,Found User in Internal Guests IDStore,Found User in Internal Guests IDStore.,Debug
24633,Local-user-DB,The user is not found in the internal guests identity store,The specified user is not found in the internal guests identity store.,Debug
24700,External-Active-Directory,Identity resolution by certificate succeeded,Identity resolution by certificate succeeded,Debug
24701,External-Active-Directory,Identity resolution by certificate failed,Identity resolution by certificate failed,Debug
24702,External-Active-Directory,Identity resolution by certificate found no matching account,Identity resolution by certificate found no matching account,Debug
24703,External-Active-Directory,Identity resolution by certificate found ambiguous accounts,Identity resolution by certificate found ambiguous accounts,Debug
24704,External-Active-Directory,Authentication failed because identity credentials are ambiguous,Authentication found several accounts matching to the given credentials (i.e identity name and password),Debug
24705,External-Active-Directory,Authentication failed because ISE server is not joined to required domains,Authentication failed because ISE server is not joined to required domains,Debug
24706,External-Active-Directory,Authentication failed because NTLM was blocked,Authentication failed because NTLM was blocked,Debug
24707,External-Active-Directory,Authentication failed because all identity names have been rejected,Authentication failed all identity names has been rejected according AD Identity Store Advanced Settings,Debug
24708,External-Active-Directory,User not found in Active Directory. Some authentication domains were not available,User not found in Active Directory. Some authentication domains were not available during identity resolution,Debug
24709,External-Active-Directory,Host not found in Active Directory. Some authentication domains were not available,Host not found in Active Directory. Some authentication domains were not available during identity resolution,Debug
24710,External-Active-Directory,Identity resolution is configured to drop request if required domain is not available,Identity resolution is configured to drop request if required domain is not available,Debug
24711,External-Active-Directory,Domain controller cannot pass request through the trust path to the account domain,Domain controller cannot pass request through the trust path from the join point domain to the domain where user account is located,Debug
24712,External-Active-Directory,Authentication failed because domain trust is restricted,Authentication failed because domain trust is restricted,Debug
24800,System-Management,SAML Portal metadata was exported,SAML Portal metadata was exported,Info
24801,External-SAML-IdP,Unable to decode SAML request,Unable to decode SAML request,Info
24802,External-SAML-IdP,Unknown SAML attribute value type assertion used for 'username',Unknown SAML attribute value type assertion used for 'username',Info
24803,External-SAML-IdP,Unable to find 'username' attribute assertion,Unable to find 'username' attribute assertion,Info
24804,External-SAML-IdP,SAML message intended destination (required by binding) was not present,SAML message intended destination (required by binding) was not present,Info
24805,External-SAML-IdP,SAML message intended destination endpoint did not match recipient endpoint,SAML message intended destination endpoint did not match recipient endpoint,Info
24806,External-SAML-IdP,SAML IdentityProvider Certificate is not valid,SAML IdentityProvider Certificate is not valid,WARN
24807,External-SAML-IdP,SAML IdentityProvider Certificate was not checked,SAML IdentityProvider Certificate was not checked,WARN
24808,External-SAML-IdP,SAML IdentityProvider Certificate is expired,SAML IdentityProvider Certificate is expired,WARN
24809,External-SAML-IdP,SAML IdentityProvider Certificate is revoked,SAML IdentityProvider Certificate is revoked,WARN
24810,External-SAML-IdP,SAML IdentityProvider CA Certificate is not valid,SAML IdentityProvider CA Certificate is not valid,WARN
24811,External-SAML-IdP,The request could not be performed due to an error on the part of the requester,The request could not be performed due to an error on the part of the requester,Info
24812,External-SAML-IdP,The request could not be performed due to an error on the part of the SAML responder or SAML authority,The request could not be performed due to an error on the part of the SAML responder or SAML authority,Info
24813,External-SAML-IdP,The SAML responder could not process the request because the version of the request message was incorrect,The SAML responder could not process the request because the version of the request message was incorrect,Info
24814,External-SAML-IdP,The responding provider was unable to successfully authenticate the principal,The responding provider was unable to successfully authenticate the principal,Info
24815,External-SAML-IdP,Unexpected or invalid content was encountered within a saml:Attribute or saml:AttributeValue element,Unexpected or invalid content was encountered within a saml:Attribute or saml:AttributeValue element,INFO
24816,External-SAML-IdP,The SAML responder or SAML authority is able to process the request but has chosen not to respond.,The SAML responder or SAML authority is able to process the request but has chosen not to respond. This status code MAY be used when there is concern about the security context of the request message or the sequence of request messages received from a particular requester,INFO
24817,External-SAML-IdP,The SAML responder or SAML authority does not support the request,The SAML responder or SAML authority does not support the request,INFO
24818,External-SAML-IdP,The SAML responder cannot properly fulfil the request using the protocol binding specified in the request,The SAML responder cannot properly fulfil the request using the protocol binding specified in the request,INFO
24819,External-SAML-IdP,Failed to retrieve signing certificate from the SAML response,Failed to retrieve signing certificate from the SAML response,INFO
24820,External-SAML-IdP,Assertion does not contain Issuer,Assertion must contain Issuer,DEBUG
24821,External-SAML-IdP,Assertion does not contain authentication statement,Assertion must contain authentication statement,DEBUG
24822,External-SAML-IdP,Assertion does not contain audience restriction conditions,Assertion must contain audience restriction conditions,DEBUG
24823,External-SAML-IdP,Assertion does not contain matching service provider identifier in the audience restriction conditions,Assertion must contain matching service provider identifier in the audience restriction conditions,DEBUG
24824,External-SAML-IdP,Subject confirmation does not contain subject confirmation data,Subject confirmation must contain subject confirmation data,DEBUG
24825,External-SAML-IdP,The response must contain single assertion,The response must contain single assertion,DEBUG
24826,External-SAML-IdP,Recipient does not match assertion consumption URL,Recipient must match assertion consumption URL,DEBUG
24827,External-SAML-IdP,Subject confirmation data does not contain NotOnOrAfter,Subject confirmation data must contain NotOnOrAfter,DEBUG
24828,External-SAML-IdP,Assertion is expired,Assertion is expired,DEBUG
24829,External-SAML-IdP,Subject confirmation data IP address does not match end user IP address,Subject confirmation data IP address does not match end user IP address,DEBUG
24830,External-SAML-IdP,Subject confirmation data does not contain InResponseTo,Subject confirmation data must contain InResponseTo,DEBUG
24831,External-SAML-IdP,The InResponseTo does not match the original request id,The InResponseTo must match the original request id,DEBUG
24832,External-SAML-IdP,Issuer format is not equal to urn:oasis:names:tc:SAML:2.0:nameid-format:entity,Issuer format must be equal to urn:oasis:names:tc:SAML:2.0:nameid-format:entity,DEBUG
24833,External-SAML-IdP,Issuer does not match Identity Provider ID,Issuer does not match Identity Provider ID,DEBUG
24834,External-SAML-IdP,Assertion does not contain subject,Assertion must contain subject,DEBUG
24835,External-SAML-IdP,Assertion does not contain subject confirmation,Assertion must contain subject confirmation,DEBUG
24836,External-SAML-IdP,Assertion does not contain bearer subject confirmation,Assertion must contain bearer subject confirmation,DEBUG
24837,External-SAML-IdP,The signed response does not contain a Destination,The signed response must contain a Destination,DEBUG
24838,External-SAML-IdP,The Destination on the response does not match the assertion consumer URL,The Destination on the response must match the assertion consumer URL,DEBUG
24839,External-SAML-IdP,The response does not contain assertion,The response must contain assertion,DEBUG
24840,External-SAML-IdP,The response signature is invalid,The response signature is invalid,DEBUG
24841,External-SAML-IdP,Response signature did not validate against the IdP signature certificate,Response signature did not validate against the signature certificate configured on SAML Identity Provider in ISE,DEBUG
24842,External-SAML-IdP,The assertion signature on the response is invalid,The assertion signature on the response is invalid,DEBUG
24843,External-SAML-IdP,Assertion signature is not not validated against the IdP signature certificate,Assertion signature did not validate against the signature certificate configured on SAML Identity Provider in ISE,DEBUG
24844,External-SAML-IdP,Neither SAML response nor assertion are signed,Neither SAML response nor assertion are signed,DEBUG
24845,External-SAML-IdP,SAML response can contain only one signing certificate,"SAML response contains several certificates, can not determine certificate for signature validation",DEBUG
24846,External-SAML-IdP,"Several certificates are configured on IdP, however can not determine certificate for signature",Several certificates configured on SAML Identity Provider in ISE but SAML response doesn't contain signing certificate. Can not determine certificate for signature validation,DEBUG
24847,External-SAML-IdP,Certificate is invalid,Certificate is invalid,DEBUG
24848,External-SAML-IdP,Failed to get signing certificate from IdP configuration,"Unexpected problem with Identity Provider configuration in ISE, Failed to get signing certificate",DEBUG
25000,AD-Connector,ISE server password update succeeded,ISE server password update succeeded,INFO
25001,AD-Connector,AD: ISE account password update failed.,ISE server has failed to update its AD machine account password.,ERROR
25002,AD-Connector,ISE server TGT refresh succeeded,ISE server TGT refresh succeeded,INFO
25003,AD-Connector,AD: Machine TGT refresh failed.,ISE server TGT (Ticket Granting Ticket) refresh has failed; it is used for AD connectivity and services.,ERROR
25004,AD-Connector,AD Connector started,AD Connector started,INFO
25005,AD-Connector,AD Connector stopped,AD Connector stopped,INFO
25006,AD-Connector,AD Connector had to be restarted.,AD Connector had to be automatically restarted as it stopped unexpectedly.,WARN
25007,AD-Connector,Join point connector started,Join point connector started,INFO
25008,AD-Connector,Join point connector stopped,Join point connector stopped,INFO
25009,AD-Connector,Trusted domains discovery succeeded,Trusted domains discovery succeeded,INFO
25010,AD-Connector,Trusted domains discovery failed,Trusted domains discovery failed,ERROR
25011,AD-Connector,Domain join succeeded,Domain join succeeded,INFO
25012,AD-Connector,Domain join failed,Domain join failed,WARN
25013,AD-Connector,Domain leave succeeded,Domain leave succeeded,INFO
25014,AD-Connector,Domain leave failed,Domain leave failed,WARN
25015,AD-Connector,DNS SRV query succeeded,DNS SRV query succeeded,INFO
25016,AD-Connector,DNS SRV query failed,DNS SRV query failed,ERROR
25017,AD-Connector,DC discovery succeeded,DC discovery succeeded,INFO
25018,AD-Connector,DC discovery failed,DC discovery failed,ERROR
25019,AD-Connector,KDC discovery succeeded,KDC discovery succeeded,INFO
25020,AD-Connector,KDC discovery failed,KDC discovery failed,ERROR
25021,AD-Connector,GC discovery succeeded,GC discovery succeeded,INFO
25022,AD-Connector,GC discovery failed,GC discovery failed,ERROR
25023,AD-Connector,LDAP connect to domain controller succeeded,LDAP connect to domain controller succeeded,INFO
25024,AD-Connector,LDAP connect to domain controller failed,LDAP connect to domain controller failed,ERROR
25025,AD-Connector,LDAP connect to global catalog succeeded,LDAP connect to domain controller succeeded,INFO
25026,AD-Connector,LDAP connect to global catalog failed,LDAP connect to domain controller failed,ERROR
25027,AD-Connector,RPC connect to domain controller succeeded,RPC connect to domain controller succeeded,INFO
25028,AD-Connector,RPC connect to domain controller failed,RPC connect to domain controller failed,ERROR
25029,AD-Connector,KDC connect to domain controller succeeded,KDC connect to domain controller succeeded,INFO
25030,AD-Connector,KDC connect to domain controller failed,KDC connect to domain controller failed,ERROR
25031,AD-Connector,AD Provider failed to start,AD Provider failed to start,ERROR
25032,AD-Connector,Trusted domain discovered,Trusted domain discovered,INFO
25033,AD-Connector,DNS A/AAAA query succeeded,DNS A/AAAA query succeeded,INFO
25034,AD-Connector,DNS A/AAAA query failed,DNS A/AAAA query failed,ERROR
25035,AD-Connector,Writeable DC discovery succeeded,Writeable DC discovery succeeded,INFO
25036,AD-Connector,Writeable DC discovery failed,Writeable DC discovery failed,ERROR
25037,AD-Connector,DC record cached,DC record cached,INFO
25038,AD-Connector,GC record cached,GC record cached,INFO
25039,AD-Connector,LDAP SASL bind failed,LDAP SASL bind failed,ERROR
25040,AD-Connector,RPC secure channel establishment failed,RPC secure channel establishment failed,ERROR
25041,AD-Connector,ISE Server site discovered,ISE Server site discovered,INFO
25042,AD-Connector,ISE Server is not assigned to any AD site,ISE Server is not assigned to any AD site,WARN
25043,AD-Connector,No domain controller found in ISE Server site,No domain controller found in ISE Server site,WARN
25044,AD-Connector,Communication to domain failed,Communication to domain failed,ERROR
25045,AD-Connector,Configured nameserver is down,The configured nameserver is down. As a result AD operations will fail.,ERROR
25046,AD-Connector,Joined domain is unavailable,"Joined domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval",ERROR
25047,AD-Connector,Authentication domain is unavailable,"Authentication domain is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval",ERROR
25048,AD-Connector,Active-Directory forest is unavailable,"Active Directory forest GC (Global Catalog) is unavailable, and cannot be used for authentication, authorization and group and attribute retrieval",ERROR
25049,AD-Connector,Machine account was not found,Machine account was not found ,WARN
25050,AD-Connector,Machine account was deleted from AD,Machine account was deleted from AD,INFO
25051,AD-Connector,Machine account deletion was failed,User credentials permissions is insufficient to delete the machine account,ERROR
25052,AD-Connector,Periodic trusts discovery started,Periodic trusts discovery started,INFO
25053,AD-Connector,Detected offline forest,Detected offline forest,INFO
25054,AD-Connector,Trust removed by discovery,Trust removed by discovery,INFO
25055,AD-Connector,DC added to black list,Domain Controller added to black list,INFO
25056,AD-Connector,DC removed from black list,Domain Controller removed from black list,INFO
25057,AD-Connector,The ISE machine account does not have the required privileges to fetch groups.,The ISE machine account does not have the required privileges to fetch groups.,ERROR
